DP04_0001E,DP03_0120PE,DP05_0001E,DP03_0119PE,zip code tabulation area
352,3.2,818,6,43359
109,8.3,270,6.2,43408
1501,15.5,3636,6.8,43450
442,2.3,1251,1.1,43451
2933,6,6498,4.8,43460
712,0,1377,11.4,43464
6703,22.2,14192,11.4,43506
693,23.3,1385,15.3,43963
9,0,19,0,43032
127,0,270,0,43036
27767,22.6,61904,12.2,43055
1671,9.2,4278,3.4,43061
552,0,1239,0,43066
9232,18.7,20446,10.8,43078
2187,0,3744,0,43002
3035,6.7,7722,5.2,43011
1399,18,3507,14.2,43014
3327,10.5,9295,5.5,43019
5417,8.8,13408,4.7,43031
11032,6.8,29460,3.9,43062
9261,3.3,27011,2.2,43035
12534,5.2,34169,4.5,43040
7628,13,19039,8.3,43056
15161,1.3,42782,1.4,43065
2438,12.3,5701,8.2,43072
25475,8.7,61572,5,43081
15089,9.9,38817,5.8,43110
5841,9.6,13551,5.8,43125
275,0,690,2.4,43136
1050,25.9,2276,14.6,43137
2805,27.8,5320,10.2,43938
71,-666666666,107,0,43905
10405,23.4,22290,13.9,43920
395,6.9,795,7.6,43930
116,-666666666,102,34.1,43940
1738,30.2,4537,15.4,43318
412,0,926,4,43319
147,7.7,355,3.6,43322
1606,44.7,1736,24.2,43348
1149,5.4,2588,2.7,43358
14603,14.3,32259,7.9,43402
525,0,1278,0,43432
252,18.6,521,12.8,43458
616,22,1302,7.6,43524
136,27.3,328,17.7,43529
91,0,161,0,43536
525,14,1310,10.3,43549
3364,1.5,7926,0.7,43566
5510,71.9,8920,54.2,43604
92,25,143,6.5,43717
781,37.8,1602,25.4,43728
118,37.8,277,27.5,43740
547,0,1215,0,43746
876,33.5,1983,18.2,43755
434,10.8,855,13.5,43779
331,21.7,754,11,43788
2072,20.9,5115,10.6,43822
24179,8,62169,6.1,43026
149,5.6,301,4.2,43037
778,2.4,1982,4.4,43045
588,7.4,1458,14.4,43067
156,11.5,369,5,43077
121,0,289,0,43111
597,21.8,1493,13.7,43115
2105,31.8,3914,12.3,43135
938,15.8,2189,9,43145
462,52,787,15.5,43152
1331,1.6,2669,3.6,43155
118,0,345,6.9,43158
2841,8.5,7189,5.8,43162
889,9.8,2233,6.5,43164
7480,42.1,12725,28.2,43205
12994,40.1,30526,27.1,43219
19218,34.8,44678,25.1,43224
2386,22.4,5379,14.7,43731
1535,3,1697,7.2,43780
9204,34.8,18498,18.8,43952
23334,30.4,54362,19.5,43228
4020,3.3,12327,2.1,43021
1112,2.9,2810,2,43001
1472,27.4,2614,16.1,43008
15729,5.6,40649,4.3,43017
832,11.4,1986,4.3,43071
280,10.4,650,3.8,45868
146,100,279,63,45617
4,0,13,0,45618
45,-666666666,80,0,45630
67,0,120,0,45636
34,-666666666,34,0,45721
47,0,63,0,45787
182,0,484,0,45826
184,20.3,459,10.7,45854
90,0,168,0,45864
63,0,158,0,45884
77,0,246,0,45870
636,24.7,1344,16,45836
132,0,2053,0,45384
27209,17.4,71451,10.5,45011
154,11.1,364,6.5,45032
81,10.3,185,5.9,45070
1317,25.4,2287,20,45101
3924,29.1,8736,18,45123
1784,2.8,4028,3.4,45130
21280,5.6,56933,3.9,45140
1137,2.4,2666,2.2,45162
10122,13.1,22385,8,45177
9034,44.1,18533,29.4,45205
7410,46.2,10825,24.9,45206
11517,20.4,22529,10.9,45212
4535,33.8,8925,21,45216
7750,32.2,18029,21.2,45219
4921,77,9418,65.4,45225
10430,5.7,24366,5.2,45241
10312,5.4,25324,3.4,45248
0,-666666666,174,-666666666,45051
9,-666666666,19,0,45145
74,0,191,0,45147
142,22.5,373,14.3,45158
38,0,69,0,45166
159,11.6,378,7.8,45319
39,0,106,0,45350
128,9.8,328,5.1,45361
150,19.4,319,11.8,45372
0,-666666666,335,-666666666,45428
371,10.6,846,3.6,45330
543,9.4,1503,11.2,46785
10392,21.9,21207,13.2,46805
858,5.2,2248,2.6,46058
258,6.9,502,7,46063
5714,17.2,12914,10.3,46107
12205,8.6,29871,5.1,46142
105,0,148,0,46144
432,28.2,934,16.5,46150
13655,7.6,34478,4.7,46168
1040,19.1,2293,11.2,46172
18012,35.8,39227,23.3,46203
14931,43.3,36414,31.6,46222
3649,11.1,10312,8.1,46231
15755,35.5,37464,25.1,46224
20695,33.9,46110,21.1,46226
6259,10.5,15586,5.3,46228
16680,22.6,40603,14.2,46254
15214,25,33215,15.7,46260
3073,4.5,8481,3.1,46278
952,0.7,2336,0.7,46031
2812,5.5,6434,3.9,46034
50,32,137,32,46047
890,19.8,2215,10,46050
744,22.5,1431,12.1,46076
13736,2.8,37047,2.6,46112
5971,7.5,15663,5.5,46113
2430,18,5090,7.9,46120
793,20,2101,14.8,46166
4714,19.7,10093,12.4,46173
12177,14.8,27603,8.8,46176
4936,3.4,13508,3.8,46184
15235,46,27851,29.1,46218
17718,6,36731,3.2,46220
13446,18.8,30647,10.3,46614
4700,7.2,9422,6,46617
3061,16,6901,7.5,46635
5146,11.2,7502,5.4,46737
16780,38.6,29807,27.8,46201
3431,22.5,6354,15.4,46225
10517,5.2,27670,4,46234
9939,5.2,19001,2.4,46250
5827,14.8,14644,8.5,46303
4322,37,11631,29.3,46327
343,6.5,815,3.4,46340
3796,10.9,10330,6.8,46341
561,18.1,1319,8.6,46346
19074,20.5,42654,10.4,46350
21202,32,43684,16.8,46360
397,0,793,0,46365
10022,2.9,23484,2.2,46375
7289,35.4,13567,21.9,46403
1461,8.8,3669,6.2,46504
1041,7.3,2540,8.5,46539
2723,12.3,6846,9.2,46552
4801,8.6,13593,6,46561
69,45.5,177,21.3,46345
11,-666666666,22,0,46502
2039,19.5,3997,10.9,46510
11218,4.6,31593,3.1,46530
772,6.4,1594,2.4,46532
1148,8.8,2632,5.4,46940
1461,5,4824,4.1,46989
4408,14.9,9580,7.5,46819
8590,2.6,22929,2.1,46845
198,34.8,608,19.8,46110
995,0,2440,1.6,46130
22425,8.2,56217,5.2,46143
2325,19.8,5526,11.8,46148
12998,13.3,31810,7.5,46151
588,38.4,1606,17,46156
9139,16.6,22925,9.1,46158
8807,44.2,17014,26.7,46404
11183,12.6,20007,8.7,46202
14107,28.8,27869,17,46205
6880,17.5,14615,11.1,46975
13076,10.9,35190,6.6,46217
12428,17.8,30634,10.9,46342
486,10.8,1082,4.8,46035
914,4.4,3289,6.4,46543
1383,6.7,3744,2.9,46573
7722,10.7,15251,5.7,46637
5978,50.8,13703,36,46320
1386,16,3065,9.1,46536
696,20,1484,8.4,46914
10255,6.1,22255,3.3,46052
1267,12,3128,9.4,46147
15558,8.9,40387,5.8,46060
9112,7.1,21701,4.8,46580
1425,11.2,3580,7.9,46501
1997,11,4695,7.2,46746
1119,3.8,2892,1.7,46994
516,15.1,898,5.8,46049
7697,19.8,20800,9.8,46135
10558,11.5,28147,6.7,46236
7660,13.4,17781,7.3,46319
11138,24.5,26984,14.4,46221
25549,24.5,56614,14.6,46227
11589,11.7,25247,9.3,46268
9257,25.3,22039,16.6,46324
1288,22.6,2838,11.2,46349
16288,24.9,38715,14.3,46368
393,0,1115,0,46374
132,0,287,0,46377
15162,9.3,39360,5.8,46385
8336,38.5,15728,22.2,46408
1354,8,3499,6.5,46065
2300,4.7,5716,3.3,46121
421,1.1,943,0.8,46180
3773,0.7,11364,1,46259
14917,1.9,42231,1.6,46037
13663,6.2,35151,4.2,46062
83,0,308,0,46146
15,-666666666,15,-666666666,46183
16,0,38,0,46704
0,-666666666,0,-666666666,46771
28,-666666666,41,0,46786
326,0,584,5,46915
11,0,29,0,46922
53,61.5,101,24.2,46967
188,0,209,18,46984
2111,14.3,5217,5.7,46126
1709,5.3,3801,5.3,46792
1034,15.8,1999,6.7,46702
1648,14.7,3732,7.3,46787
23724,4.1,62274,3.9,46307
8579,29.2,19219,19.2,46816
13031,11.4,29331,7,46825
582,3.1,1308,2.6,46911
730,12.4,1471,5,46926
586,13.2,996,3.8,46960
835,12.6,1882,10.1,46974
1297,14.2,2980,13.4,46929
1514,8.6,3219,3.3,46932
120,15.6,259,11.9,46943
1921,1.1,4716,0.4,46979
574,0,581,6.5,46301
9023,29,22185,17.9,46323
477,19.6,1116,9.4,46348
4807,42.4,9554,25.3,46406
16735,15,38047,8.5,46410
13563,21.3,31960,14.1,46516
228,10.9,458,3.6,46537
2457,6.5,3854,5.2,46538
1255,12.5,2756,8.4,46051
5592,5.2,17493,3.7,46064
12087,5.1,33114,4.1,46074
3459,19.5,8564,11,46124
94,0,185,0,46155
1195,8.4,2958,3.7,46161
2843,11.8,4420,6.1,46164
2360,1.5,6572,1.9,46167
12213,27.6,28755,14.8,46229
13985,36.3,32327,24.7,46235
64,-666666666,92,0,46381
8075,4.4,21627,2.9,46311
9228,3.4,22840,2.7,46321
122,-666666666,134,0,46379
799,0,1705,1.5,46382
1266,4.5,3085,1.9,46390
3197,4.6,7940,3.9,46392
4607,27.5,11455,18.7,46405
88,33.3,158,15.8,46508
956,2.1,2353,1.3,46524
5597,18.4,11453,10.7,46534
2353,17.4,5295,11.5,46562
10180,15.7,23820,9.2,46563
6911,27.1,12919,17.3,46615
3835,9.8,9692,6.1,46506
3600,4.9,9306,4.8,46507
9736,28.6,26177,17.8,46517
1921,6.2,4852,4.4,46347
1424,14.3,3354,8.2,46371
3178,4.1,7415,5.8,46069
9780,43.2,17996,32.4,46016
448,8.2,879,6.5,46104
813,7.3,1877,4.1,46105
2008,15.5,4944,7.3,46118
6141,5,16469,3.3,46122
13016,2.6,35617,3.6,46123
16716,12.1,39638,7.3,46140
245,58.2,472,22.1,46162
295,60,616,33.3,46175
4197,38.6,8008,6.5,46204
11512,11.5,24202,7.2,46214
1360,33.7,2099,13.2,46216
16072,9.6,38455,5.8,46237
11129,7.5,23513,3.9,46256
10099,9.8,24906,6,46304
9884,6.8,22743,5.3,46322
1448,9.5,4591,6.2,46741
11818,30.9,27159,17.9,46628
1653,5.1,4225,2.6,46710
1376,11.9,3660,8.8,46732
2176,12.4,3613,7.8,46742
820,10.4,2202,5.7,46743
1942,1.7,5472,4.6,46765
113,2.5,232,1.5,46799
4304,10.3,12438,6,46814
3657,6.4,6818,3.9,46795
5651,50.4,10235,31.7,46802
4374,16.2,8365,7.8,46809
3094,27.3,6164,15.9,46933
975,7.4,1716,4.6,46939
475,25.7,994,19.9,46941
25,-666666666,24,0,46946
328,0,586,13.6,46959
89,0,121,0,46961
3712,22.3,9152,11.8,46962
873,12.7,2012,7.4,46978
83,0,167,0,46998
4704,25.1,9948,12,46001
8937,30.4,19394,13.4,46012
1340,14.6,2813,7.3,46030
7665,15.5,17467,8.8,46011
8941,24.7,16988,13.9,46013
9455,14,22664,7.7,46041
1238,12.4,3068,6.2,46044
2574,7.5,6544,4.1,46075
105,13.3,185,15.6,46111
902,28.1,1873,15.6,46115
5,-666666666,5,-666666666,46125
92,0,217,0,46127
756,8.7,2026,5.8,46149
1434,6,4046,2.8,46157
747,22.7,1732,10.6,46171
103,-666666666,190,0,46290
13430,47.4,28448,29.1,46312
158,18.4,263,14.5,46376
17353,11.3,41698,7.4,46383
5508,25.7,12358,14.2,46394
3953,58.6,6436,41.6,46402
7556,56.8,11345,33.3,46407
2672,6.4,4254,3.8,46511
12312,18.4,32513,10.6,46526
8910,7.3,27165,5.6,46528
14491,15.7,31359,9.9,46544
1190,1.7,3212,0.8,46553
1396,5.6,5465,4.3,46571
59,42.9,129,32.1,46595
9551,15.8,18292,7.8,46703
801,11,1676,6.8,46705
6492,14.7,14852,7.4,46714
247,0,595,0,46731
363,0,865,0,46766
2820,6.5,8347,5,46767
2035,17.7,4477,14.6,46928
2126,11.9,4963,7,46554
2315,11.3,2559,3.2,46555
3374,7.1,7878,6.3,46723
4367,9.5,9369,7.2,46574
1971,12.7,4921,5.3,46590
7937,11.6,18298,6.8,46706
615,4.9,1021,2.4,46730
1429,4.5,3351,2.4,46773
6605,8.3,17456,5.2,46774
1155,19.4,3618,9.6,46788
441,11.4,1104,4.7,46791
613,1.7,1490,3.2,46798
14754,11.5,34749,5.8,46835
18856,26.3,40357,15.1,46901
17391,23.7,35403,13.4,46902
35,0,90,0,46930
1387,6.9,2984,6.9,46938
12035,22.8,28125,12.7,46947
279,0,569,7.1,46950
1124,5.7,1922,6.8,46951
9960,25.7,23381,13.7,46970
18189,19.6,41297,11.3,46514
6226,13.5,13546,8.4,46582
1942,6.6,4981,4.9,46721
1875,6.2,5228,3.6,46748
574,6.2,1363,2.3,46760
4546,11.3,12126,6.7,46761
999,11.7,1399,5.3,46776
1788,9,4662,5.7,46793
1393,3.8,3597,2.8,46797
10515,44.6,26056,32.7,46806
7338,28,17348,18.4,46807
1386,15.6,3412,9.6,46910
1119,25.9,2644,15.6,46919
76,15.8,161,8.5,46931
10139,41.5,23518,21.6,46953
4360,0,11459,0.6,46040
837,19.3,2191,14.8,46048
4344,2,11934,1.1,46055
945,14.7,2320,8.3,46070
1497,13.1,3382,5.1,46071
10726,2.8,28371,1.7,46077
2431,0,6725,3.1,46106
264,0,690,0,46117
923,2.5,2000,4.5,46128
12861,15.4,32371,8.8,46131
424,5.8,742,1.8,46133
2970,19.4,6535,9.5,46160
4620,1.4,12768,4.3,46163
670,6.4,1477,1.7,46165
1980,3.7,4788,2.6,46181
705,5,1433,1.5,46182
745,22.4,1759,10.2,46186
11772,36.9,23081,24.1,46208
17602,20.8,37006,12.4,46219
10425,8.3,29584,5.4,46239
11969,32.7,31273,21.4,46241
3709,6.8,7490,6,46280
11446,10.1,28548,6.3,46815
4447,61.4,9378,46.9,46803
12547,7.9,28780,4.4,46804
2465,16.1,10053,8,46391
9260,20.4,19386,12.1,46808
798,19,1657,8.4,46917
428,0,1085,5.2,46920
4067,3.9,11789,2.7,46540
5734,11,8608,7,46567
4683,29.6,10980,19.1,46613
2706,25.2,5654,18.6,46616
8555,33.7,21775,19.8,46619
3762,10.1,8008,6.1,46701
2771,27.2,8308,15.5,46711
1368,26.8,4333,16.9,46740
1402,15.5,2467,5.8,46747
10640,20.9,19706,10.1,46240
5536,6.1,14063,4.9,46310
3632,13.1,8246,7,46923
2538,6.4,5947,3.8,46936
9456,24.7,18823,12.7,46952
273,27.9,612,10.9,46957
17,0,26,0,46968
1135,32.1,2413,15.2,46982
831,11.8,1571,7.2,46986
178,0,382,0,46759
589,9.5,1353,2.9,46764
2545,9.2,6455,5.5,46777
314,9.9,800,4.3,46781
2753,7.6,6631,4.3,46783
1391,25.5,1973,12.9,46784
897,7.3,1732,2.8,46794
8121,12.9,20746,7.5,46818
478,5.3,1193,2.9,46913
281,0,594,0,46958
697,16.7,1538,7.9,46985
457,7.1,978,2.7,46987
362,20.9,1026,10,46988
219,0,735,0,46990
794,23.8,1637,13.8,46991
7721,18.3,16352,8.5,46992
3251,18.8,6369,9.7,46996
64,-666666666,78,24.2,46045
972,0.8,2347,0.9,46056
510,7,1251,3.7,46057
611,18.8,1510,8.1,46531
1665,11.3,4083,8.7,46542
13216,20.4,24871,12.6,46545
4622,2.5,12786,2.5,46550
322,85.3,7269,37,46556
2567,5.6,8698,4.1,46565
464,9.3,1039,2.9,46570
2811,52.4,6004,40.6,46601
6727,6.3,17822,3.3,46356
2486,7.1,5690,7.1,46366
5386,3.4,15480,2.4,46373
193,0,322,0,46393
4780,42.1,7350,27.7,46409
13745,2.8,38569,2,46033
5643,27.8,11850,14.8,46036
3570,18.2,8544,11.8,46738
911,9.7,2120,4.9,46745
10211,13.9,23361,6.9,46725
6746,8.1,15253,5.7,46755
839,27.6,3044,23.9,46772
1150,3.1,2147,2.6,46779
8076,15.4,18715,9.3,46733
11400,10.7,26478,6.9,46750
775,18.3,1838,7.9,46763
1217,18.2,2992,8.6,46770
2526,22,5827,12.8,46017
20956,4.9,48853,3.4,46032
17189,3.4,42524,2.4,46038
258,0,520,6.7,46039
1269,15.9,2811,7.1,46068
3872,7.1,8683,4.1,46072
53,45,206,19.6,46103
549,10,937,7,47003
1188,17.8,3169,8.2,47022
850,9.1,2175,4.8,47030
1257,5.6,3208,2.9,47032
902,17.2,1699,19.6,47038
135,13.6,295,9,47114
616,6.2,1186,4.8,47564
537,0,1297,0,47577
235,9.1,749,12.5,47585
376,10,843,5.1,47597
750,7.1,1519,4,47649
15277,35.7,34250,21.6,47714
14137,13.5,26340,7.3,47715
5254,36.8,11595,21.5,47804
791,29.4,3585,15.8,47838
4825,21.7,9612,10.6,47842
0,-666666666,354,-666666666,47876
17673,16.7,42532,9.2,47909
714,20.5,1631,12,47922
87,-666666666,150,0,47924
954,19.9,2129,12.8,47928
565,26.7,1383,14.4,47941
322,0,1065,0,47943
921,14.1,2113,4.9,47946
664,24.5,1488,12.2,47948
547,11,1247,5.8,47949
899,15.5,1954,13,47957
1835,13.3,4348,7.1,47018
2640,11.9,6526,6.2,47041
2914,16.5,5460,12.4,47043
3245,31.3,6970,19.1,47102
533,0,603,6.3,47116
4454,0,11336,0.8,47119
1857,0.4,4607,1.6,47124
663,0,1500,4.4,47163
505,17.9,920,9.1,47175
9181,14.4,21579,8.9,47240
800,29.6,1811,15.9,47260
595,5.5,1199,2.3,47281
13267,36.2,26816,20.6,47302
14617,7.1,31899,5.2,47304
228,0,560,0,47325
737,36.5,2277,25.8,47326
1259,13.6,2848,7.2,47340
566,15.4,1730,9.6,47393
153,25.7,507,19.2,47351
22268,23.1,45489,13.7,47374
1283,10.6,3098,4.3,47383
0,-666666666,3786,-666666666,47406
7513,11.1,17951,6.6,44278
13341,7.6,24580,5.7,44313
8949,23.1,19113,15.2,44314
622,0,1531,2,44418
1394,22.7,3045,12.2,44428
9838,26,20150,15.8,44446
899,8,1264,5.2,44449
1378,0,3444,0,44452
348,26.7,982,14.6,44454
754,13.2,1665,6.6,44455
4284,16.5,9617,7.5,44481
1083,13.6,3517,8.7,44491
2420,16.8,4799,13.4,44504
9159,48,17985,26.2,44505
6213,66.6,11911,40.6,44509
2373,15.7,8718,10.2,44606
1000,14.5,2439,9.6,44608
2416,9.3,6787,4.8,44618
1469,8.5,5308,5.1,44624
12158,17,28183,8.5,44883
1482,27.1,3585,14.3,44643
6610,7.5,21043,6.6,44654
1208,14.9,1825,7.9,44675
1058,16.9,2463,12.4,44677
426,4.3,922,6.7,44251
1207,11.6,2423,13.2,44423
1389,1.5,4177,0.4,44234
13236,7.9,32161,4.1,44281
4779,6.6,15400,2.8,44044
15320,43.2,21909,28.4,44112
17314,8.1,39564,4,44224
1351,8.9,3280,3.6,44275
105,34.8,224,11.8,44049
1309,2.8,2903,4.6,44401
1579,11.8,3953,7.8,44470
10188,25,19966,13.3,44511
929,6.1,2299,2.1,44645
679,54.5,948,15,44702
899,14.6,2126,8.3,44843
7671,16.6,14885,12.1,44907
238,0,492,0,44844
1632,16.8,3718,6.5,44864
119,25.7,331,14.3,44874
206,29.3,477,9.8,44045
0,-666666666,610,-666666666,44101
7775,1.7,18976,2,44149
0,-666666666,0,-666666666,44265
89,100,246,62,44274
11,-666666666,25,0,44285
76,100,147,22.2,44439
15,-666666666,29,0,44493
96,0,178,0,44607
16,-666666666,32,-666666666,44652
13,-666666666,275,0,44687
2684,5,6944,3.6,44201
0,-666666666,0,-666666666,44881
0,-666666666,2627,-666666666,44901
7787,12.9,18674,7.9,44142
817,6.9,2267,9.1,44214
3803,15.8,8777,8.8,44231
5156,7.7,13166,4.4,44260
14608,15.8,33894,8.7,44266
2139,4.2,5176,3.5,44272
2973,5.3,7172,2.4,44273
620,3.9,1795,2.9,44276
2962,14,7688,9.4,44287
15839,17.3,29223,9.6,44146
643,0,1110,11.2,44250
1134,0,3212,3.8,44253
354,100,943,50,44308
3607,56.1,8447,42,44311
1450,11.5,3228,6.1,44402
569,10,1406,5.6,44427
9316,26.6,16515,17,44123
12665,10.8,28276,6.7,44129
722,0,1803,0,44826
134,0,344,11.9,44678
19646,19.7,45048,10.4,44691
16,-666666666,16,-666666666,44816
261,0,619,0,44841
1270,6.9,3486,3.9,44846
62,0,43,0,44850
467,16,1337,15.7,44855
676,22.3,2158,12.6,44859
4803,23.4,11245,11.9,44890
6834,15.8,14354,9.3,44425
1649,34.5,4777,18.1,44430
1747,7.1,3938,7.2,44442
1298,53.1,2877,34.4,44506
2258,4.2,5518,2.4,44612
5199,21.6,10312,10.6,44615
1992,36.5,4300,25.4,44438
3083,69.5,5409,50.9,44507
10239,4.1,21659,3.5,44514
9463,8.6,21282,5,45322
359,6.4,1066,4.2,45326
303,11.1,825,6.1,45332
493,25.5,1368,10,45333
563,15.7,1385,6.3,45339
251,0,688,4,45340
2694,29.1,6458,15.4,45345
878,14.4,1938,5.6,45346
112,13.3,242,7.5,45352
445,0.9,1141,0.8,45362
8385,4.8,19867,3.7,45371
16993,22.3,38635,11.7,45385
11770,17.3,26638,8.3,45042
9033,1.3,24836,1.8,45066
9330,9.3,22397,6,45102
5026,14.6,12382,10.2,45106
113,33.3,227,14.3,45131
1504,16.2,3696,12.3,45142
468,33.7,865,16.2,45160
7238,12.8,13838,8,45220
2728,26.9,5771,15.3,45171
803,6.2,2350,3.6,45174
12716,9.6,27778,4.7,45230
2817,13.9,5346,7.5,45226
9540,21,18391,12.6,45227
11807,7.5,24486,5.5,45236
10532,29.4,20193,20.8,45237
9171,5.2,21767,4.9,45255
29,0,130,0,45301
555,8.5,1277,1.5,45312
1747,7.3,4066,4.7,45315
1051,4,2266,1.9,45325
6577,18.6,16104,11.4,45344
426,18.9,1026,8,45348
742,3.9,1938,2.3,45359
599,1.9,1698,2.6,45363
6334,40.5,10053,25.8,45402
3492,9.4,15593,8.2,45409
2675,16.7,6139,11.3,45416
702,25.3,1871,14.7,45418
3007,5.1,7289,3.8,45430
9509,13.2,20633,7.5,45440
12982,4.7,26979,3.1,45459
1328,47.3,2734,14.7,45613
1969,3.4,4679,2.5,45644
185,20,274,10.6,45671
5537,29.5,12977,19.8,45680
992,24.2,2090,15.1,45682
309,27.1,657,15.3,45695
2113,21.5,4759,10.6,45697
1783,8.8,3481,3.9,45723
1311,18.1,2840,5,45742
12287,31.1,26906,16.6,45750
3778,34.2,9418,20.2,45764
325,53.8,821,43.7,45778
361,12.3,753,4.6,45779
7307,34.1,15665,22.2,45804
5056,2.1,12407,1.7,45807
150,25.6,363,12.5,45808
23420,20.8,56753,12.7,45601
5162,26.3,12886,17.4,45648
1191,36.5,2989,22.6,45658
674,14.3,1527,7.2,45672
1212,19.8,2830,12.1,45679
5269,16.7,11618,9.6,45694
178,46.3,305,20.9,45698
1120,22.3,2440,12.1,45715
366,8.8,466,33.8,45734
907,51.7,1843,25.5,45761
1476,30.3,3433,15.4,45771
288,31.4,786,18.2,45776
1521,40.3,3176,30.5,45780
1365,13.5,3402,10.7,45784
1567,11.7,3616,5.9,45813
9509,8.6,18714,5,45822
2380,2.2,6248,1.9,45828
227,8,519,5.8,45835
341,5.5,818,5.7,45841
71,40,154,13.6,45855
1296,4.3,3172,2.2,45844
1476,7.4,4297,4.2,45846
535,0,1264,0.8,45853
2006,10.2,5211,7.1,45856
215,13.3,508,9.6,45859
1950,2.2,4811,1.6,45869
2883,17.4,5805,9,45879
1161,9.2,2690,4.1,45880
1273,7.8,3877,4.7,45883
345,1.3,635,2.2,45894
12923,7.4,38221,3.9,45036
20476,2.7,54507,1.8,45040
1196,0,2926,0,45054
9740,9.7,27957,6.6,45056
54,0,84,0,45112
81,0,143,0,45115
581,13.4,1467,10.1,45148
13778,6.9,32618,4.3,45150
673,15.4,1667,14.8,45168
3736,13.2,9434,8.8,45176
6395,4.2,11082,3.9,45209
656,7.3,1298,2.6,45788
114,24.3,265,13,45819
1297,10.4,2923,6.9,45832
25597,12.3,55820,8,45840
1177,1.5,2871,3.5,45845
556,10.2,1279,6,45863
477,4,1113,2.3,45867
1597,22.4,4106,11.5,45872
503,0,1634,3,45889
3100,12.6,6912,7.7,45383
259,20.8,456,9.6,45354
5134,41.4,10809,27.3,45404
11817,44.7,16845,28.7,45405
184,11.4,309,13,45621
74,0,138,0,45622
0,-666666666,0,-666666666,45624
2244,16.9,5082,9.5,45628
9649,32.2,21715,18.8,45638
5632,12.8,13865,7.2,45002
12503,23.5,35704,15.5,45701
528,14,1232,7.3,45711
1355,10.2,2747,9.7,45744
629,0,1000,6.7,45766
1447,5.3,3617,3.4,45786
8059,4.1,19125,3.8,45030
17,0,87,0,45041
1220,0,3690,0,45053
19566,5.3,51117,3.4,45069
1634,9.9,3579,7.9,45118
152,33.9,398,24.7,45132
4335,3.7,11656,5.7,45152
110,17.6,241,10.5,45164
18101,28.1,37201,17.6,45211
2424,17.7,5638,9.1,45318
29,0,70,0,45773
164,6.3,330,2.4,45816
1583,7.1,4117,4.1,45843
7101,27.4,14630,14.8,45631
313,13.8,746,8.5,45851
1177,5.5,2880,5.3,45858
689,28.1,1670,15.2,45681
495,13.9,1177,14.5,45654
3169,26,6956,18.1,45661
3718,29.2,8731,17.5,45692
910,54.2,1595,21.8,45696
4500,18.8,9388,8.6,45714
3170,34.6,7058,20.7,45769
4477,14.6,10040,9.7,45669
1146,6.8,2357,2.7,45645
1154,19,2579,8.1,45647
3137,21.4,6364,11.5,45656
138,38,367,31.6,45673
138,12.5,651,19.1,45674
280,0,608,0,45688
5582,5.9,13156,4.4,45249
1023,1.8,2370,2.9,45306
1836,10.8,4139,5.1,45308
2789,11.1,6197,7.9,45311
415,2.9,851,6.6,45321
3875,18.7,9356,9.8,45327
10817,12,22041,7.3,45331
938,17.8,2117,7.3,45334
2199,13.8,5009,6.8,45338
253,19,552,12.1,45003
13163,13.4,31371,7,45005
2896,65.5,6849,53.3,45232
9474,7.3,18503,4.2,45208
4793,51.3,7791,40,45214
1727,12.2,3915,6.1,45218
20644,21.1,45614,11.7,45238
11032,21.2,27161,12.6,45240
8783,8.4,20800,6.2,45245
1534,4.6,4172,2.4,45302
1600,5.9,6010,5.1,45314
379,21.5,1226,9,45317
2258,6.5,4973,3.8,45323
723,2.7,1918,7.3,45337
151,6.1,380,3.1,45349
10975,15.1,25209,8,45356
135,7.9,348,9.8,45358
1002,3.3,2479,1.6,45370
1438,29.6,3288,15.8,45390
12094,43.5,19432,29.1,45406
8446,38,16079,27.4,45410
8689,17.4,17914,10.9,45449
6395,37,13868,22.2,45506
2283,20.8,4825,20.1,45614
7318,27,16079,16.5,45640
3351,40,7246,23.1,45660
499,11.8,1086,10,45678
2593,6.8,5222,3.6,45710
261,0,474,11.1,45716
201,51.3,383,26.3,45740
218,15.4,415,1.8,45746
896,23.8,1623,13.5,45772
129,-666666666,150,0,45789
2087,2.6,4905,2.3,45865
10269,14.4,23285,7.6,45805
4537,10.3,10605,5,45833
460,4.2,1084,2.7,45849
816,13,1864,6.9,45743
1903,29.7,3823,18.8,45760
1391,15.6,2489,10.3,45767
854,26.6,1449,8.4,45768
10018,25.1,22688,16.3,45801
4819,12.3,10608,6.3,45806
967,41.3,1973,27.1,45812
1208,12.9,3212,7.6,45814
647,11.4,1524,7.6,45862
109,0,142,0,45866
4682,11.8,11403,5.4,45875
5839,14.3,12741,8.2,45885
774,17.4,1839,9.9,45896
479,7.5,873,2.3,45898
2675,31.7,6019,16.9,45651
1595,9.1,4120,8.2,45652
1073,22.3,1925,10.8,45657
1175,27.5,2574,25.7,45659
2862,27.3,6162,17.1,45663
1645,34.2,3699,19.9,45686
958,7.5,2113,7.2,45724
815,35.8,1562,17.4,45735
660,7.3,1618,12.1,45745
639,1.8,1159,10.1,45775
71,0,163,0,45809
203,22.4,488,12,45820
22877,12.3,53933,7.4,45013
26,0,66,0,45838
120,15.8,249,8.6,45033
498,0,1273,4.4,45034
9334,0.8,25142,1.2,45039
1604,24.7,3610,12,45113
4343,9.6,10511,5.6,45122
11073,27.7,23764,17.3,45133
3635,15.1,8994,9.1,45154
41,0,73,0,45156
1429,19.1,3773,9.8,45159
