DP04_0001E,DP03_0120PE,DP05_0001E,DP03_0119PE,zip code tabulation area
347,14.8,459,9.6,97412
995,30.5,2381,17.1,97431
501,14,921,6.8,97436
997,3.4,2861,4,97455
2086,67.9,3866,21.3,97463
202,0,309,0,97473
14433,4.5,32845,3.2,97213
15732,14.6,34813,9.1,97217
12150,17.7,30695,11.5,97220
5389,5.1,12328,4,97221
27857,12.2,72831,7.8,97006
5888,13.1,15587,9.2,97038
7070,12.1,18392,8.8,97055
8560,15.7,20470,9.9,97058
1482,7.8,3241,7.8,97064
1740,0.9,5125,1.4,97106
817,13.5,1724,8.5,97107
199,0,484,0,97109
1382,33,2019,15.3,97112
1448,16.2,3989,8.2,97115
9087,1.7,25422,1.9,97140
1319,5.5,3735,2.8,97148
17568,7,42813,4.6,97219
16084,20.7,40131,12.5,97230
5927,22.5,13427,14.2,97459
9380,25.8,20269,13.2,97470
15152,20.2,39440,11.5,97478
229,0,317,22.7,97480
435,0,961,0,97489
299,71.9,743,10.5,97492
11403,15.4,28300,9.4,97502
13047,23.8,25030,11,97520
6355,5.3,14790,3.5,97524
16080,25.4,35822,12.4,97527
3580,20,6570,9.7,97530
1057,0,2525,14,97532
2624,4.9,5400,6.6,97535
93,0,319,0,97625
112,-666666666,32,-666666666,97626
92,30,99,10.3,97637
138,0,110,28.6,97640
66,13.6,104,9.1,97736
848,21.2,1788,10.6,97738
575,13.2,1453,12.4,97813
6201,14.3,12096,10.1,97739
5077,6.7,7165,3.8,97759
426,13.4,860,7.2,97812
1210,3.8,1842,5,97836
447,0,634,0,97870
16564,14.9,36988,8.2,97222
25540,4.5,67339,3.8,97229
13126,24.7,34953,17.6,97266
8459,16.4,21542,11,97338
514,31.1,1349,15.2,97344
1839,34.6,3506,12.9,97368
741,29.5,1066,3.8,97376
3716,13.5,9952,10.9,97383
2395,25.4,5559,12.3,97391
4467,34.6,7572,12.4,97411
3293,2.6,5732,6.2,97444
5432,12.9,12889,8.3,97448
143,0,184,4.6,97484
463,0,558,0,97486
3208,29.6,7332,18.3,97496
15745,21.5,35493,11.1,97526
572,0,683,31.5,97534
3485,12.2,7536,6.6,97537
962,47.7,1650,20.2,97538
2632,32.5,5123,17.3,97630
7934,10.4,6381,7.9,97707
140,26.7,207,6.7,97721
428,27.3,237,3.2,97730
59,0,129,0,97732
1889,8.5,3178,5.3,97734
30,-666666666,0,-666666666,97752
8458,19.2,20940,11.7,97801
428,28.7,1017,14.8,97826
1264,15.7,2381,7.6,97827
447,18.7,876,17.1,97833
299,0,621,6.6,97843
11548,3.4,26014,2.2,97035
6553,16.4,16110,12.2,97051
1403,0,3218,2.9,97053
1532,5.7,1956,4.4,97067
1445,21.2,4024,12.6,97101
3998,15.8,10585,12,97351
2679,14.6,8345,6.8,97378
3568,18.1,5028,8.7,97394
4497,10.5,13021,9.4,97403
800,25.5,955,12.9,97413
152,-666666666,202,0,97414
229,0,382,0,97441
654,4.5,1650,4,97452
569,11.3,1389,6.2,97454
4439,33.7,10189,18.6,97457
1150,35,2878,17.6,97469
16405,24.7,37031,14,97477
3524,19.9,8878,12.2,97487
730,46.2,1561,21.2,97497
903,23.6,1800,11.4,97499
9895,9.3,26767,7.5,97116
59,0,296,0,97125
34,-666666666,76,52.4,97144
1428,0,363,0,97130
2135,2.2,2661,2,97131
481,-666666666,175,100,97134
2859,4.7,6457,4.9,97146
226,15.8,321,4.7,97147
19293,6.9,42822,5,97202
5970,30.9,15647,17.3,97218
2537,14.2,4759,10.4,97227
15294,15.2,40633,9.9,97303
2488,21.6,6948,10.9,97325
1382,10.7,3341,6.6,97327
26314,11.7,72592,7.2,97007
1355,0,3084,2.4,97019
588,0,932,14.4,97536
3926,27.7,8349,12.9,97540
11590,24.9,22451,16.8,97601
1487,23.1,4176,16.6,97818
401,33.9,857,14.3,97639
22,0,71,0,97712
1189,0,2377,1.5,97753
493,13.2,833,8,97869
728,-666666666,257,11.5,97877
1012,15.7,2181,12,97360
1648,11.6,4393,7.8,97362
7522,26.1,9431,13.8,97367
3639,10.4,8526,5.5,97370
1132,34.5,2904,20.7,97380
2538,3.9,6671,4.4,97392
13769,18.1,34390,9.9,97404
20463,11.1,46270,6,97405
442,11.1,736,7.9,97410
7657,12,14059,9.6,97415
478,58.9,1162,27.8,97416
205,0,347,3,97430
1078,7.3,2137,5.1,97435
8621,30.5,14413,10.7,97439
940,23.1,1878,19.5,97442
863,24,2194,9.2,97443
1867,17.9,5761,12.5,97446
454,0,373,0,97447
293,100,296,7.7,97450
136,0,339,0,97451
4341,22.3,9550,14.3,97479
1665,15.4,1539,4.7,97498
2038,11.9,4450,9.3,97525
204,-666666666,138,42.4,97635
839,18.8,1286,8.6,97641
30573,9.7,68204,6.4,97701
52,0,103,0,97722
1322,100,427,16.5,97733
423,0,655,0,97737
4661,19.1,12341,12.3,97741
229,36,283,12.8,97750
15698,17.7,37540,9.1,97756
3486,14.7,7117,5.8,97760
138,42.9,309,19.8,97906
1972,22.1,4947,15.5,97913
8992,7.9,23027,5.6,97015
16641,10.1,48770,6.6,97123
594,0,881,1.1,97037
303,14.7,517,6,97065
4668,7.7,14838,8.4,97113
1736,2.5,4286,1.9,97133
7238,10.4,10293,6.7,97138
449,9.4,1112,6.6,97326
417,100,1100,36.2,97204
11331,3,26699,3.2,97212
8109,2.5,18676,2.3,97215
11033,12.3,26382,7.9,97321
167,0,223,0,97350
6108,20.3,12433,11.3,97814
138,6.7,276,3.8,97835
335,36.9,723,20.4,97867
289,33.3,414,9.9,97874
99,-666666666,143,0,97905
336,17.9,462,8.4,97907
1836,24.2,4141,11.9,97918
256,20.3,584,13.2,97857
1822,5.1,5131,4.2,97032
4213,10.1,10032,7,97023
4265,10.3,10383,4.4,97024
921,0,166,0,97028
1145,7.6,2825,3.9,97041
7671,13.6,22609,8.4,97060
1459,23.7,3543,9.6,97111
1723,5.9,4649,4.1,97119
841,0,381,17.6,97145
12783,17.8,34365,14.2,97203
21356,10.1,51698,7.1,97206
13971,5,17585,4.3,97209
647,19.3,1708,7.5,97389
7716,21.2,17854,12.6,97424
4018,9.5,9635,5.4,97426
350,20.6,930,15.3,97434
2250,29.4,4475,15.3,97458
1787,30.2,3765,11.9,97462
1372,40.5,2003,16.7,97465
527,22,1116,20.9,97466
661,25,1206,4.8,97488
109,12,258,9.5,97490
4156,18.6,12338,13.2,97503
334,27.6,620,12.9,97522
2955,33.5,5586,17.5,97523
393,41,646,14.7,97543
1040,37.5,2274,25.5,97544
248,0,348,3.3,97731
9306,24.4,19803,11.5,97754
147,26.7,167,7.1,97620
123,0,283,0,97621
307,34.9,499,17.8,97622
1254,35.6,2596,22,97623
101,0,136,0,97710
2364,24.2,4360,14.4,97720
98,0,94,20,97735
412,13.8,589,7.7,97910
1781,8.1,4213,3.2,97004
1142,7.6,3405,4.4,97017
9941,23.3,26057,15.2,97838
492,17,965,10.6,97021
1501,13.8,2857,8.4,97845
182,0,308,2.3,97825
185,0,134,0,97842
111,4,230,20,97848
1132,5.5,2375,9.7,97883
684,45.5,1310,17.3,97885
7621,20.4,17180,12.1,97850
158,33.3,237,39.3,97864
172,32.1,335,12.2,97029
147,21.4,354,34.2,97001
8937,9.7,23596,5.9,97013
1417,0,3770,1.6,97022
2324,5.3,5795,2.8,97002
11627,23.9,26442,15.8,97005
6729,35.3,19211,19.7,97914
464,0,556,8.4,97011
854,1,2065,1,97018
53,0,58,0,97837
311,42.9,336,12.9,97856
5585,0,7284,0,97205
20036,27.1,55448,17.9,97301
452,0.6,1592,0.3,97375
370,33.8,838,12.9,97429
2654,30.1,4982,11.7,97467
765,27,1552,16,97541
1652,17.5,3112,8.6,97828
2919,13.2,6122,5.2,97016
1216,19.2,2684,7.9,97456
671,27.9,1614,11.8,97632
661,25.9,1076,2.5,97865
200,5,261,1.2,97873
383,2.8,883,1.1,97876
272,0,327,4.2,97880
939,6,1180,2.8,97886
356,35.3,720,19,97901
115,0,137,0,97903
12794,22.8,27764,12.1,97420
723,11.2,1546,10.2,97040
11035,21.6,29546,11.5,97132
7191,2.3,12419,2.5,97232
39,0,46,0,97033
10251,8.4,22994,7.7,97333
397,43.8,1110,22.3,97377
3016,21.8,6703,10.9,97423
13527,12.9,32174,7,97267
257,50,810,14.6,97461
164,20,158,12.2,97884
1840,12.4,2074,8.1,97449
19022,26,45607,16.7,97501
404,83.9,1075,41.1,97531
327,12.7,630,8.1,97627
70,21.4,99,24,97758
891,39.6,893,11.6,97063
14,100,14,100,97057
11497,4,31000,4.2,97086
4819,5.9,13662,4.5,97089
0,-666666666,0,-666666666,97208
388,-666666666,215,0,97369
9480,6.5,17666,3.6,97239
8191,20.3,24516,10.4,97317
14750,17.8,36352,10.1,97322
0,-666666666,223,-666666666,97373
0,-666666666,0,-666666666,97384
1115,0,818,0,97388
13474,9.3,30350,5.7,97471
15,-666666666,36,0,97494
728,7.8,1858,3.3,97495
1379,10.9,4105,7.1,97127
8068,9.3,19161,4.3,97031
463,8.2,1380,3.8,97137
581,12.6,1297,5.3,97324
23308,9.7,25268,5.9,96815
13715,20.4,33901,11.7,96002
4018,19.6,10111,13.4,96019
568,45.4,1114,24.5,96023
637,45.5,907,20,96039
426,12.2,713,9.2,96048
347,57.7,418,32.1,96050
882,33.6,1351,17.6,96051
15026,15.7,34571,8.7,96001
154,0,146,4.7,96010
138,28.6,162,27.9,96011
80,40.7,195,27.1,96029
1642,11.9,2797,7.2,96041
167,-666666666,165,0,96046
202,-666666666,19,0,96061
181,0,331,71.9,96075
289,92.9,458,27.1,96084
2119,30.4,4810,14.3,96013
6682,19.5,16442,10.5,96022
1298,15,2510,13.5,96032
446,21.7,851,20.5,96047
890,15.5,1493,15,96052
214,35.3,339,11.3,96054
186,-666666666,200,0,96076
2111,10,1417,1.9,96103
383,1.4,603,0.6,96104
410,0,209,0,96106
655,61.4,758,32.1,96109
547,2,1957,13,96113
646,-666666666,184,0,96125
60,100,234,100,96133
4218,8.5,3336,8.3,96137
3202,3.5,7575,2.6,96712
292,9.7,453,7,96728
4755,7.3,6728,7.2,96738
1356,13.5,3112,5.7,96754
12167,7.9,23223,5,96761
1543,0,2826,4.5,96763
588,16.8,1302,5.8,96776
605,40.7,1229,19.4,96781
1999,0,3322,4.1,96785
19503,5.7,59482,4.4,96818
7125,1.2,18539,2,96821
956,13.2,578,7.9,96091
364,13.5,732,13.6,96096
252,32.3,380,17.8,96006
276,-666666666,93,0,96105
28,100,59,93.8,96119
625,31.2,696,19.2,96148
9629,20.7,23106,12,96007
14024,4.1,29902,3.1,94131
12744,0.9,32539,1.8,94526
1968,14.8,4571,8.7,94951
20886,15.4,64410,11.5,94806
12587,2.8,30048,2.4,94903
4154,0,8678,0.5,94930
14138,6.8,38414,5.6,94954
10598,20.7,34503,14.1,94063
16036,5.4,42788,4.4,94025
172,0,498,0,94963
8813,7.3,23612,6.2,94085
4265,15.2,7291,7.5,94158
5639,7.6,20306,8.1,94503
6016,7.6,16251,4.9,94505
66,0,148,0,94516
163,-666666666,307,0,94528
12970,11.6,43788,7.3,94531
13405,2.2,38444,2.1,94534
227,8,501,4.3,94548
15864,3.6,45753,3.2,94551
29,0,31,0,94573
0,-666666666,1170,-666666666,94575
13907,3.5,42059,3.3,94582
10456,7.1,22734,3.6,94597
4,100,861,100,94613
22,0,2971,0,94720
0,-666666666,0,-666666666,94850
542,0,1400,2.9,94957
10551,15.6,28229,12.2,95834
1668,0,2277,2.4,95460
70,0,125,0,95494
525,57.1,570,13.3,95527
316,21.7,483,22.9,95585
333,0,999,3.9,95615
1848,6.3,5152,4.9,95692
3525,7.1,11921,5.9,95742
9372,19.6,27728,14.4,95961
9913,7.7,38102,7.3,95121
1452,22.3,2440,20.2,95461
1432,27.9,2072,15.1,95542
358,0,664,9.4,95543
476,13.8,978,7,95547
408,0,1050,5.7,95549
236,0,287,0,95554
360,10.8,423,8.5,95558
363,31.5,772,19.4,95565
112,11.1,253,21.6,95568
5469,22.6,14960,16,95605
10207,8.8,26743,6.7,95618
8955,2.2,24264,3.7,95054
11458,7.8,29668,5.8,95219
22264,11.6,59028,8.5,95355
337,0,298,0,95450
868,0,982,0,95589
3644,31.4,10546,18.3,95322
12210,5.1,48854,4.9,95148
4268,12.1,10949,10.7,95073
2286,2.6,7293,2.8,95139
907,8.6,2164,6.9,95372
1219,11.6,1681,7.2,95421
1797,7.8,3136,2.8,95442
431,0,807,0,95635
14087,32.5,50079,24.8,95351
28,0,77,0,95013
8,-666666666,3678,0,95053
168,6,484,2.5,95075
0,-666666666,1629,-666666666,95211
35,0,113,0,95234
222,100,189,20.9,95248
4054,7.9,14539,5.1,95304
77,-666666666,95,-666666666,95314
569,65,1529,25.2,95319
9023,41.4,32446,32.6,95341
328,-666666666,5,-666666666,95375
9238,5.2,32501,3.8,95377
4400,5.8,16562,5.5,95391
14,-666666666,14,-666666666,95435
2537,11.2,6044,6.2,95467
84,-666666666,73,0,95486
132,-666666666,87,0,95604
173,43.4,667,30,95652
26,0,71,0,95679
10,-666666666,10,-666666666,95680
159,0,420,0,95697
85,0,179,0,95698
20,-666666666,20,-666666666,95699
37,-666666666,20,-666666666,95724
14178,6.4,49683,5.4,95757
3721,46.7,6050,25.1,95811
26,-666666666,0,-666666666,95915
697,11.5,1652,11.8,95645
1781,18.1,3019,13,95458
766,55.6,913,13.7,95553
18511,15.7,45995,9.7,95610
12679,14,34558,9,95361
1710,21.6,3330,12.2,95457
76,-666666666,101,0,95545
18178,9.9,52088,6.1,95616
13638,4.7,36225,3.8,93012
15826,17,59755,12.3,93030
601,19.9,2007,16,93040
6893,7.4,16660,8,93110
4602,39.7,23424,29.9,93212
299,54.5,873,45.3,93218
498,57.1,228,25,93260
770,62,2715,58.6,93261
5927,31.2,21572,23.1,93263
1957,51,6347,31,93267
23047,23.3,73778,17.4,93274
64,32,186,23.1,93276
13348,8.1,33806,5.5,93422
15905,7.1,45116,4.2,93455
13015,38.1,50894,29.5,93638
1083,2.4,2415,7.2,93667
778,0,1915,0,93651
1245,49.3,4228,39.9,93660
2346,0,408,0,93664
193,51.5,740,39.1,93673
16987,9.4,38349,6.5,93711
18882,9.3,47270,6.3,93720
7632,12.9,22766,7.8,93907
3541,8.2,3379,3.9,93921
4542,27,17142,20.3,93930
14147,14.2,33185,10.2,93001
7565,8.1,16644,4.1,93013
8463,11.2,24506,9.2,93041
13873,18.9,31624,11.7,93101
663,42.6,1970,32.6,93206
11267,4.9,30502,4,93004
12301,3.1,38063,2.4,93021
2622,0,7232,3.7,93022
1959,10.1,1481,7.9,93222
2009,54.6,7260,47,93234
1144,29.7,3541,20.6,93242
5734,38.2,18522,26.7,93247
587,25.6,2088,21.8,93249
735,28,2738,19.9,93252
1776,38.1,5542,29.7,93270
17786,25.6,57968,20.2,93291
16240,35.8,49976,27.2,93304
23670,23.9,73401,17,93306
23851,32.7,84809,27,93307
12761,8.5,30136,4.9,93420
12450,17.1,40604,12.6,93454
13542,22,57369,18.8,93458
642,19.8,1451,11.1,93461
23100,14,72383,10.4,93536
10606,3.9,9359,1.7,93546
2145,28.3,6579,18.1,93591
1600,40.9,5586,26.2,93609
710,43.6,2664,25.8,93616
8354,30.8,31230,22,93618
752,6.7,1983,6.4,93626
2380,38.7,4861,26.7,93501
4596,36.1,13606,22,93505
414,42.6,570,20,93526
28,-666666666,15,-666666666,93530
10802,12.7,40266,10.3,93552
7913,17.1,20929,13.7,93560
303,13.5,940,12.3,93608
182,-666666666,164,0,93669
4139,62.6,10274,51.5,93701
6255,36.6,16382,25,93728
3106,16.4,6568,4.7,93924
465,24.6,2155,18.7,93925
9591,9.5,25015,7.1,93933
14268,30.8,35450,19.6,93612
315,-666666666,94,0,93621
41,0,188,0,93627
709,-666666666,21,0,93634
11982,22.8,40759,16.9,93635
2978,56.2,12727,42.2,93640
11284,30,34723,19.8,93657
2976,51.7,10873,43,93646
3119,40.2,10896,27.3,93647
649,3.9,1383,5.5,93653
10674,49.7,33000,36.2,93703
7185,33.7,26980,25,93725
18749,17.9,56406,11.6,93436
468,5.6,1013,1.9,93441
385,0,795,0,93452
625,43.3,975,14.5,93518
43,-666666666,56,0,93522
163,0,138,0,93528
234,31.2,949,34.1,93606
262,39.1,1041,27.8,93624
4550,40.1,16194,34.8,93648
9262,26,30935,17.6,93654
1823,32.1,6323,19.9,93656
4519,22.6,18778,15.9,93927
12158,5.4,29404,3.4,93035
445,-666666666,454,0,93067
5716,31.6,22744,27.8,93203
16371,8.5,45092,4.6,93010
5406,13,17817,9.4,93015
17096,9.3,58431,6.2,93117
1228,24.6,3777,17.1,93202
2842,29.3,10742,22.2,93223
210,0,395,0,93244
19203,17.1,53015,11.2,93277
14062,24,41031,17.1,93292
11957,48.4,38725,39.2,93305
14651,11.1,52637,9.9,93313
9490,8,36550,5.1,93405
848,0,776,0,93424
647,0,1125,0,93432
5748,17.3,13538,11,93433
266,19.8,806,15.7,93450
2295,12.4,4929,5.2,93460
3720,2.5,8914,2.3,93465
1186,8.1,2871,7.2,93532
23396,31,77006,24,93550
17040,7.4,51085,5.4,93551
13311,16.1,34839,10,93561
140,0,408,0,93563
1827,6.1,3967,4.4,93602
105,0,188,0,93605
5470,21.2,23607,14.4,93610
4384,36.7,8981,14.7,93644
9151,28.8,30922,21.8,93662
359,20.6,1173,13.2,93668
12244,24.3,29294,13.3,93704
15050,34.3,43209,25.4,93726
17652,14.5,65256,10.2,93906
4834,4.4,12093,2.7,93908
7304,5.2,12833,2.7,93923
284,0,875,0,93665
12749,52.4,44139,39.9,93702
12808,37.9,37707,28.7,93705
12070,51.2,40936,38.8,93706
12150,28.6,32625,17.1,93710
24618,5.8,72061,3.8,93065
13280,26.6,60408,21.6,93905
15040,4.7,32411,3.9,93940
10547,18.5,34181,12.9,93060
1160,2.3,3112,2.8,93066
12102,6.8,27515,4.1,93105
512,-666666666,47,-666666666,93208
12855,28.6,55269,22.4,93215
2610,51.2,10167,43.5,93219
2457,26.4,4816,11.4,93225
5050,25.8,18025,17.7,93210
921,20.7,1938,17.4,93243
3797,38.6,16088,32.2,93250
23633,34.1,76923,26.3,93257
0,-666666666,63,-666666666,93262
1592,37.9,6513,28.7,93615
3136,24.6,8889,18,93620
2971,24.4,10395,22.7,93622
114,0,344,0,93645
1408,42.1,3477,19.4,93650
160,16.7,313,1.2,93512
1226,59.1,2335,26.9,93516
1501,12.1,3700,10.2,93523
931,45.9,1618,15.3,93527
192,48.6,388,13.2,93531
15929,31.1,39088,22.9,93534
724,24.6,1781,7.9,93553
102,-666666666,64,0,93554
409,42.9,1520,38.5,93239
4451,39.5,16834,30.6,93241
487,100,556,39,93255
1673,41.1,5939,36.2,93256
6774,30.3,27698,21.3,93280
5311,37.7,12028,25.5,93301
961,2,3379,1.4,93437
3128,21.2,7383,13.6,93445
6505,11.5,10976,7.3,93442
7767,8.8,20775,5.6,93444
1468,17.8,2953,7.3,93453
3620,19.5,8025,13.9,93463
6893,6.6,14412,7,93514
761,33.3,508,7.4,93529
332,0,226,0,93541
280,0,264,0,93549
1064,43.3,1723,25.6,93562
6535,33.2,17964,24.1,93268
1457,24.1,2432,7.5,93271
106,10.7,472,11.4,93954
11500,17,34395,10.3,93955
4469,13.8,26610,11,93960
171,0,385,0,93962
1107,35.1,4454,31.8,93272
21314,27.6,53702,18.7,93308
6850,8.5,16350,8.5,93402
36,0,111,0,93429
2580,11.5,2947,11.5,93430
19651,7.1,56651,5,93063
1050,25.8,1384,6.9,93205
198,26,453,14.4,93224
2288,40.9,3271,9.7,93265
172,0,180,16.4,93226
3816,42.1,6343,18.7,93240
87,33.3,229,17.6,93251
59,-666666666,96,0,93287
23131,26.5,59378,17.7,93309
15267,4.1,45763,4.9,93311
2270,0,6071,0,93427
19538,13.9,44753,8.1,93446
1506,23.2,4089,12.7,93451
353,13.5,858,8.9,93254
2436,100,2085,11.8,93285
3123,37.2,9755,27.5,93286
20298,5.7,60238,4.2,93312
4994,4.6,11573,5.8,93109
6611,4.4,17263,2.9,93111
406,45.4,1431,36.7,93201
5220,26.6,14328,16.3,93221
23216,18.7,66800,13.7,93230
13156,7.6,28423,4.9,93401
260,50,952,40.1,93666
1536,5.8,3759,5.8,93675
2205,52.4,7611,36.1,93721
26270,26.2,83179,18,93722
10239,17.9,27805,10.9,93901
671,0,1403,3.9,93920
8441,5.6,15595,3.5,93950
4319,18.5,5981,6.5,93428
2089,16.5,7350,12.7,93434
520,15.6,1648,10.3,93440
23329,34.5,72948,26.8,93535
2888,4,7626,3.5,93510
875,8.4,1692,2.8,93513
668,0,526,0,93517
3997,22,15135,17.5,93543
14646,17.2,33742,10,93555
1168,0,629,0,93604
5029,8.7,11676,6.9,93614
2436,27.6,7862,16.7,93625
5589,25.7,20195,19.3,93630
5612,17.1,16349,12.1,93631
13253,19.5,39381,14,93637
397,-666666666,198,0,93641
1875,35.8,2960,15.3,93643
2352,13.8,9262,10.7,93926
311,28.3,810,19.7,93932
2855,3.4,4117,1.7,93953
20252,8.4,52272,5.7,93003
8989,10.9,20231,6.7,93023
8161,13.2,20353,8.1,93103
5346,7.6,10896,4.5,93108
708,11.8,1726,3.7,93601
165,0,183,31,93603
27,0,820,0,93928
13058,17.5,38606,13,93245
378,53.8,239,37.9,93207
682,15.6,1181,23.4,93544
25587,25.3,82920,18.1,93727
2415,36.8,12923,31.2,93204
475,0,239,0,93628
876,0,1015,0,93238
339,34.1,1406,24.3,93266
5806,2.8,8116,1.7,93449
117,62.2,426,31.8,93652
17923,20.2,83782,14.9,93033
13537,15.2,47442,11.1,93036
0,-666666666,107,-666666666,93042
16,0,184,0,93043
23,-666666666,0,-666666666,93064
58,-666666666,58,-666666666,93220
614,55,2075,41.9,93258
9219,6.5,28590,3.7,93314
0,-666666666,0,-666666666,93410
69,-666666666,22,-666666666,93519
0,-666666666,168,-666666666,93524
99,-666666666,40,-666666666,93558
69,0,77,0,93592
13051,3.2,37463,2.9,93619
423,-666666666,0,-666666666,93633
4283,9,12690,6.5,93636
3976,8.9,13189,8.3,93723
4292,1.4,11926,0.8,93730
0,-666666666,0,-666666666,93943
1245,35.3,4198,28.5,93235
332,2.9,913,4.1,95674
407,14.7,861,7.1,95659
304,16.7,743,6.8,95668
1118,15.1,2348,10.4,95669
112,-666666666,106,0,95717
446,0,83,0,95720
18594,24.6,60270,16.9,95828
313,18.9,902,14.6,95830
11927,26.5,32269,17.8,95842
12727,28.3,33442,18.6,95901
612,32,1182,9.9,95919
16523,16,37558,13.5,95928
432,20.9,908,9.3,95943
349,0,888,2.8,95957
15030,13.6,35445,7.4,95973
28064,4.6,76973,3.5,95630
109,0,321,0,95639
4847,16.6,9030,9.1,95010
1896,5,6025,2,95046
25359,17.7,86703,12.1,95076
11335,12.9,29592,8.1,95117
11620,5.6,32560,4.8,95118
13144,16.8,57780,13.2,95122
14648,3.3,39828,3,95129
6109,37.5,15775,25.8,95203
11688,32.5,38544,26.4,95205
1049,19.5,1548,7.4,95641
3494,9.2,6826,3.8,95642
20152,8.4,52394,5.4,95648
12790,9.2,31327,6,95661
21729,17.6,54648,10.4,95670
2644,0,6279,3.4,95683
13875,11.7,37227,7.1,95688
527,10.9,806,15.2,95701
7664,15.8,23375,10.4,95776
130,30.8,91,21.1,95715
459,-666666666,15,-666666666,95721
63,-666666666,198,0,95736
7482,32.8,11340,23,95814
3318,28.9,11518,19.3,95832
141,0,305,11.8,95837
437,0,1078,0,95612
1649,3.8,3961,3,95614
726,13.3,1087,9.1,95636
215,0,607,0,95675
2354,18.8,4711,6.6,95685
23371,6.8,68069,5.2,95687
2047,0,4822,4.6,95722
355,0,10,0,95735
23526,6.4,65335,5.8,95747
13533,26.3,35477,17.3,95820
7632,14,21185,9.5,95827
360,10.8,1630,7.2,95903
955,52.5,1216,17.4,95916
283,-666666666,497,0,95941
12345,17.1,25519,10.1,95945
6104,11.3,13495,5.8,95954
682,21.6,1278,13.6,95962
13372,13.8,27967,6.4,95969
2932,13.9,6254,8.5,95971
759,27.9,1584,15,95975
980,10.1,1617,6.4,95977
89,-666666666,53,0,95986
594,6.5,2146,4.6,95002
4479,5.4,9238,2.5,95006
2294,11.3,7703,10.5,95019
3324,7.8,10472,6.4,95119
17050,8.2,65686,5.8,95127
14666,9.2,37665,6.7,95128
5326,4,14863,3,95130
6317,2.3,20766,2.1,95138
12504,28.1,41117,21.2,95210
301,18.4,567,14.5,95233
1279,25.2,3531,13.8,95237
1266,27,1358,13,95255
253,0,433,15.3,95257
575,0,882,28.5,95306
12989,20,44736,14.8,95307
2164,24.1,6616,15,95316
1141,0,201,0,95335
16129,15.6,47612,10,95336
20745,20.4,53098,13.3,95350
35,-666666666,7,-666666666,95430
645,0,970,0,95452
9470,23.4,21462,12.5,95521
578,24.4,1493,11.5,95528
5929,15.9,14305,9.9,95540
773,48.9,659,35.7,95552
886,0,1466,3.2,95560
99,0,240,0,95606
503,0,795,5.6,95629
1347,15.3,3857,9.7,95633
166,100,227,46.3,95637
11674,8.9,30141,5.3,95682
12668,8.2,32006,5.1,95662
15592,7.7,36620,4.6,95667
17201,10.9,43132,8.2,95678
24989,30.5,79272,21.7,95823
184,35.5,424,10.5,98552
1767,7.3,4559,6.2,98570
2172,29.4,2863,14.8,98595
2852,18.5,7558,11.9,98596
528,13.2,1099,8.1,98605
9246,14.4,23972,8.5,98597
700,0,1204,0,98603
192,-666666666,154,0,98614
197,8.3,461,15.3,98628
3129,4.6,8689,4.3,98629
12923,8.7,32430,5.9,98662
10877,7.1,29585,4.4,98685
17308,13,43291,9.1,98801
943,22.1,2972,16.7,98813
57,-666666666,111,0,98817
345,19,581,14.5,98830
3190,33.4,4373,13.4,98844
532,26.4,1078,14.8,98849
526,18.8,1312,12.5,98934
18725,17.3,44406,9.2,98226
2462,24.7,2783,12.1,98244
11582,5.1,28585,3.7,98271
688,0,1474,5.3,98325
205,0,422,0,98345
3799,13.9,7039,7,98337
10029,6.3,27508,4.4,98338
1544,20.3,2912,8.6,98340
4274,5.3,10106,2.9,98346
1452,9.2,1816,6.5,98376
139,35,301,12.1,98385
1542,8.1,3671,6.2,99009
802,8.4,3118,6.7,99011
701,23.2,1808,12.3,99013
121,21.4,179,6.8,99018
4906,4.6,11604,4.4,99019
380,14,878,9.8,99033
66,-666666666,1,-666666666,99034
735,3.8,1718,1.8,99036
6016,14.6,12453,10,99114
437,21.1,750,8.4,99118
175,23.1,315,19.3,99124
435,21.2,1079,22.9,99126
519,20.9,856,11.4,99130
908,38.8,1576,12.9,99133
235,20.5,384,16.8,99137
216,50,422,32.4,99140
442,23.5,739,8.7,99143
801,15.6,1500,7.7,99159
142,66.7,156,15.8,99160
703,2.8,1307,2.5,99161
838,36.5,1870,19.4,99173
8108,24.4,20627,17.9,99202
7195,22.1,17616,13.9,99217
173,0,257,0,99335
7388,2.7,20965,2.1,99516
407,27.9,844,18.5,99341
61,0,146,0,99345
585,6.8,1584,4.6,99360
35,0,51,6.3,99548
468,22.7,1007,13.5,96062
396,0,292,0,96063
2635,14.4,4419,6.5,96088
215,14.6,445,16,96090
1952,25.3,3955,15.4,96093
67,-666666666,56,0,96108
114,0,161,4.7,96110
142,-666666666,115,36.4,96115
203,-666666666,159,0,96116
160,55.1,319,25.5,96117
4842,0,2151,7.8,96145
14476,3.6,47958,2.8,96707
2398,5,6284,8.6,96741
6014,15.2,14496,8.9,96743
1301,5.7,2917,8.2,96760
6865,11.9,18155,6.1,96768
791,67.1,597,39,96770
3480,40.9,7934,23.4,96771
1117,13.3,2472,6.8,96772
630,17.1,2061,10.8,96777
11404,12.9,33074,8.9,96793
174,30,202,29.4,96112
663,11.2,1702,11.8,96719
2616,10.5,7715,7.6,96791
6486,32.3,16228,20.6,96021
76,0,174,0,96074
